text,label
"— Мужики, а как вы относитесь к тому, что ваша жена изменяет вам с вашим другом? — Это не измена, это дружба.",0
"Спасибо тебе, Господи, за то, что ты есть.",0
"- Моня, ты чего такой грустный? - Я не грустный, я просто спать хочу.",0
Невероятные новости: в России изобрели вакцину от коронавируса.,0
"Скажи мне, кто твой друг, и я скажу, кто ты.",0
"Если сказал, что не пьёшь, значит не пьёшь.",0
"С бодуна не спится, а с похмелья - тем более.",0
"Увидел в интернете, что можно зарабатывать на форекс. Решил попробовать. Но не тут-то было. Оказалось, что форекс - это лохотрон.",0
Малахов уходит в запой.,0
"Она сказала, что любит меня, а я сказал, что люблю ее.",0
- У тебя есть девушка? - Да. - А ты ее любишь? - Люблю. - А она тебя? - Нет.,0
Столик для пикника.,0
В любой непонятной ситуации - ложись спать.,0
"Умная любовница - это та, у которой нет мужа.",0
Обожаю феминисток! Они такие классные.,0
"Из разговора двух женщин: - Дорогой, а ты меня любишь? - Нет, дорогая, я тебя люблю.",0
"Если у вас нет денег, то вы их заработаете.",0
"Боюсь однажды проснуться и узнать, что я умер.",0
"Наша жизнь - это игра, в которую мы играем сами с собой.",0
"- Мой муж не пьет, потому что у него нет денег. - А почему он не пьет? - Потому что у него нет жены.",0
"Девушки любят ушами, а парни глазами.",0
Лысых девочек не бывает!,0
"- Сёма, ты где? - Я дома.",0
Почему коты не летают? Потому что у них нет крыльев.,0
"Теряю все, что нажито непосильным трудом.",0
"Спать – это спать, просыпаться – это просыпаться.",0
"- Мне кажется, что я тебя где-то видел. - А мне кажется, что я тебя уже где-то видел.",0
"Самый неподходящий момент для того, чтобы начать новую жизнь.",0
"В Таиланде, как и в России, на Новый год принято сжигать чучело Деда Мороза.",0
"Верну любимого человека, если он мне не нужен.",0
ВК живи! Одноклассники живи! Фейсбук живи! Твиттер живи! Почта живи! Телеграм живи! Вконтакте живи! Одноклассников живи! Фейсбука живи! Почты живи! Телеграмм живи! Одноклассников,0
"- Зачем ты так много пьешь? - Я не пью, я закусываю.",0
Свидание вслепую.- Это как?- На ощупь.,0
"И все-таки, что такое счастье? Счастье - это когда тебя понимают.",0
ООН. Экологи. Всемирная организация по борьбе с коррупцией.,0
"Мальчик с пальчик, мальчик с пальчик. Пальчик на пальчик, пальчик на пальчик. На пальчик пальчик, пальчик пальчик. На пальчик пальчиком, пальчик пальчик пальчик. пальчик пальчик пальчик пальчик пальчики пальчик пальчик пальчик паль",0
"Если женщина говорит, что у нее нет денег, значит, они у нее есть.",0
"Диалог в маршрутке: - Девушка, а вы замужем? - Нет.",0
"После РОЖДЕНИЯ ребенка, я понял, что у меня никогда не будет девушки.",0
"Если женщина не хочет с вами спать, значит, вы ей не нравитесь.",0
"У нас в стране есть только две проблемы - дураки и дороги. И если с дорогами еще можно что-то сделать, то с дураками уже ничего не сделаешь.",0
Обменяю туалетную бумагу на деньги.,0
"Когда у тебя все хорошо, ты просто не замечаешь этого.",0
"-Ты довольно симпатичный, но я не хочу с тобой встречаться. -Почему? -Потому что ты мне не нравишься.",0
"Нельзя быть таким умным, чтобы не понимать, что ты дурак.",0
"- Девушка, а вы не подскажете, как пройти в библиотеку?",0
"Русский автослесарь - это тот, кто ремонтирует иномарки.",0
Одна сигарета в день - это много или мало?,0
"Ну, и что это было? Я так и не понял.",0
Количество полиции в России сокращается с каждым годом.,0
"Наступила зима. И что-то мне подсказывает, что это не последняя зима в моей жизни.",0
"Хэллоуин – это когда ты ходишь по домам, а тебя никто не пускает.",0
"В нашей стране есть только две вещи, которые делают людей счастливыми: пиво и водка.",0
"К психологу: - Доктор, что со мной не так? - С вами все в порядке, просто у вас депрессия.",0
В этом году я не буду пить. Потому что в этом году я не буду бухать.,0
"Ты чувствуешь, как я тебя люблю? Чувствуешь? Чувствуешь. Чувствуешь? Чувствуешь… Чувствуешь. Чувствуешь. Чувствуешь… Чувствуешь… Чувствуешь…. Чувствуешь… Чувствуешь... Чувствуешь… Чувствуешь.. Чувствуешь",0
"Я понял. Теперь я понимаю, почему у меня никогда не было девушки.",0
"В армии не кормят, в армии кормят.",0
- Спать будешь? - Нет. - А что так рано? - Не выспался.,0
"– Здравствуйте, можно с вами поговорить? – О чем? – О погоде.",0
Казарма приготовлена.,0
"Если мама не пускает тебя в комнату, значит, ты там что-то натворил.",0
"А вы знаете, что в России до сих пор считается неприличным говорить ""Я тебя люблю""?",0
"Два патологоанатома:- Ну что, будем вскрывать?",0
"Женщина создана для того, чтобы ее носили на руках.",0
"У счастья есть две стороны: одна - это когда ты счастлив, а вторая - когда ты несчастен.",0
- У тебя есть что-нибудь выпить? - Нет. - А у меня есть. - И у меня нет.,0
"Что же делать, если у тебя нет денег, но ты очень хочешь их заработать?",0
"Из всех людей, которых я когда-либо любил, мне больше всего нравились те, кого я никогда не любил.",0
"Как манипулировать людьми, если они сами не знают, чего хотят?",0
"Деньги - это то, что остается после того, как ты потратил все деньги, которые у тебя были.",0
"- Вась, а что у тебя с лицом? - Да ты посмотри на себя в зеркало!",0
"Объявление: ""Водительские права в подарок"".",0
- У тебя есть девушка? - Да. - А у меня нет.,0
"Юноша с девушкой, держась за руки, идут по улице. Вдруг девушка говорит: - Ой, смотри, что это у меня в сумочке? Молодой человек: - Что? Девушка: - Сумочка!",0
"Оптимизм - это когда ты думаешь, что завтра будет лучше, чем вчера.",0
"- Ксюша, а что ты делаешь сегодня вечером? - Не знаю. - А когда знаешь? - Понятия не имею.",0
"- Рядовой! - Товарищ прапорщик, разрешите обратиться! - Обращайтесь, товарищ прапорщик.",0
"40 лет - это не возраст, это состояние души.",0
"— Тут такое дело, у меня проблемы с деньгами. — Какие проблемы? — Я не знаю, куда их девать.",0
"В рыбном отделе супермаркета: - У вас есть семга? - Нет, у нас только лосось.",0
"Знаете как приятно, когда тебя понимают с полуслова?",0
"Люди делятся на две категории: те, у кого есть деньги, и те, у кого их нет.",0
"- Хочу, чтобы у меня все было по-другому. - А как? - По-другому.",0
К девушке:- Ты мне нравишься!- А ты мне?- Я тебе нравлюсь.,0
"- Изя, что у нас на ужин? - Яичница с беконом.",0
"Плохо, когда у тебя нет денег. Хорошо, когда у тебя есть деньги.",0
"Не понимаю, как можно быть таким тупым.",0
Удар по самолюбию.,0
"Генно-модифицированная селедка, выращенная в пробирке.",0
Коллективное безумие.,0
"Мысли Колобка: ""Я не такой, как все! Я - колобок!""",0
"Как говорит моя мама: ""Если бы у меня была такая дочь, как у тебя, я бы никогда не вышла замуж"".",0
- А что это у тебя в руке? - Это не рука. - А что это? - Не знаю.,0
"Ну раз ты такая умная, то почему до сих пор не замужем?",0
"В вине есть что-то такое, от чего хочется плакать.",0
Затянись атмосферой.,0
"Меня постоянно мучает вопрос: ""Что я делаю не так в этой жизни?"".",0
"- Ты меня любишь? - Нет, я тебя не люблю.",0
"Доказано, что если долго смотреть на огонь, то можно обжечься.",0
Деление урана на два.,0
"- Девушка! Вы не подскажете, как пройти в библиотеку? - А что вы там делаете? - Читаю.",0
"Чем меньше женщину мы любим, тем больше нравимся мы ей.",0
"Требуется сиделка. Сиделка - это женщина, которая сидит на шее у мужчины.",0
"Жену надо любить такой, какая она есть.",0
"Сколько жабу не корми, а она всё равно нагадит.",0
Прапорщик:- Делим на ноль.,0
"Иногда проще сказать, чем сделать.",0
"- Владимир Владимирович, а что это у вас на голове? - Шапка-невидимка.",0
"Штаты изобрели лекарство от коронавируса, но оно не работает.",0
"Все думают, что они умны, а на самом деле они тупые.",0
"Родился сам, роди и ребенка.",0
"Кажется, у меня начинается депрессия. Я не знаю, что со мной не так, но мне кажется, что с этим надо что-то делать.",0
"Мой человек - это тот, кто меня понимает с полуслова.",0
"Как сказал один мудрый человек: ""Если ты не можешь изменить ситуацию - измени своё отношение к ней"".",0
"Не понимаю, как можно быть настолько тупым.",0
"Замани друга в ловушку, и он сам тебя туда заманит.",0
"Вчера с утра не выспался, а сейчас уже и не помню, когда в последний раз спал по-человечески.",0
"У тети Клавы было три сына, а у дяди Степы - один.",0
"Как бы я хотела, чтобы у меня было больше времени на себя.",0
"Хочется построить дом, но денег не хватает.",0
"Рекламируют сигареты, а рекламируют зажигалки.",0
"сегодня я понял, что у меня нет цели в жизни. Я просто делаю то, что мне нравится и получаю от этого удовольствие.",0
"- Мама, а почему у тебя такие большие уши? - Это не уши, это глаза.",0
"В ночи, когда все нормальные люди спят, я сижу за компом и делаю вид, что сплю.",0
"Жена сейчас в командировке, а я сижу дома и жду ее звонка.",0
– Как ты относишься к алкоголю? – Отрицательно. – Почему? – Потому что я не пью.,0
"Наша Таня громко плачет, потому что у нее нет парня.",0
Хозяйственное мыло! В хозяйстве пригодится.,0
После маминой смерти я стал папой.,0
"Хороший Тырнет - это когда вай-фай ловит, а не роутер.",0
"Пожар на нефтебазе в Ханты-Мансийске унес жизни семи человек, сообщает ""Интерфакс"" со ссылкой на источник в экстренных службах региона. По его словам, возгорание произошло из-за короткого замыкания. Ранее сообщалось, что причиной пожара на нефтебазе в Нижневартовске стало короткое замыкание",0
"Жена призналась мужу, что у нее есть любовник. - И что? - А то, что он женат!",0
"Закаты? О, да! Я обожаю закаты.",0
"Мне кстати тоже не нравится, когда меня называют по имени-отчеству.",0
Милиция повязала милиционера.,0
Мои мама и папа - самые счастливые люди в мире. Потому что у них есть я.,0
"Дело не в том, что у тебя нет денег, а в том, что у тебя их нет.",0
"— Папа, а почему у тебя такие большие глаза? — Это не мои глаза, это мамины.",0
"- Говорят, что у тебя есть любовница? - Да, но она не моя.",0
"Пьяная баба - это не женщина, а мечта алкоголика.",0
Год Крысы - год Крысы.,0
Трое неизвестных в масках напали на водителя маршрутки и отобрали у него сотовый телефон.,0
"Если вы не знаете, что подарить девушке на 8 марта, подарите ей себя.",0
Новая LADA XRAY стала самой продаваемой в России иномаркой.,0
На двух стульях не усидеть.,0
"Подскажите, куда можно сходить в Москве?
На Красную Площадь.<s>
Подскажите, куда можно сходить в Москве?<s>
Подскажите, куда можно съездить в Москве?
В Третьяковскую галерею. В Третьяковскую Галерею. В Третьяковскую Галерку. В Третьяков",0
Без родительской опеки не обойтись.,0
"Я не знаю, что такое счастье, но я точно знаю, что оно где-то рядом.",0
"Хорошо жить в стране, где все говорят по-русски.",0
"В карантине: - Доктор, у меня что-то с глазами. - У вас всё в порядке? - Нет, доктор, у меня не всё в порядке.",0
"- У тебя что-то случилось? - Нет, ничего. - Тогда почему ты такая грустная? - Я не грустная, у меня депрессия.",0
"Настоящие москвичи - это те, кто живет в Москве.",0
"Свекровь, обожающая зятя.",0
"всегда мужчин больше, чем женщин.",0
"У производителей бытовой техники есть только одна проблема: они не знают, что с ней делать.",0
